hour,fluid,used_coolprop,T_evap_sat_K,T_cond_sat_K,P_evap_kPa,P_cond_kPa,h1,h2s,h2,h3
3071,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3072,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3073,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3074,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3075,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3076,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3077,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3078,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3079,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3080,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3081,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3082,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3083,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3084,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3085,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3086,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3087,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3088,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3089,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3090,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3091,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3092,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3093,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3094,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3095,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3096,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3097,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3098,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3099,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3100,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3101,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3102,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3103,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3104,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3105,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3106,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3107,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3108,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3109,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3110,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3111,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3112,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3113,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3114,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3115,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3116,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3117,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3118,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3119,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3120,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3121,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3122,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3123,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3124,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3125,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3126,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3127,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3128,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3129,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3130,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3131,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3132,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3133,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3134,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3135,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3136,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3137,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3138,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3139,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3140,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3141,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3142,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3143,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3144,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3145,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3146,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3147,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3148,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3149,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3150,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3151,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3152,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3153,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3154,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3155,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3156,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3157,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3158,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3159,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3160,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3161,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3162,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3163,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3164,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3165,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3166,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3167,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3168,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3169,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3170,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3171,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3172,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3173,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3174,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3175,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3176,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3177,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3178,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3179,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3180,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3181,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3182,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3183,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3184,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3185,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3186,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3187,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3188,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3189,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3190,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3191,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3192,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3193,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3194,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3195,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3196,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3197,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3198,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3199,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3200,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3201,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3202,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3203,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3204,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3205,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3206,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3207,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3208,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3209,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3210,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3211,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3212,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3213,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3214,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3215,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3216,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3217,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3218,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3219,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3220,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3221,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3222,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3223,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3224,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3225,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3226,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3227,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3228,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3229,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3230,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3231,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3232,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3233,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3234,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3235,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3236,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3237,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3238,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3239,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3240,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3241,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3242,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3243,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3244,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3245,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3246,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3247,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3248,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3249,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3250,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3251,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3252,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3253,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3254,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3255,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3256,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3257,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3258,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3259,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3260,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3261,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3262,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3263,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3264,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3265,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3266,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3267,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3268,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3269,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3270,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3271,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3272,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3273,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3274,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3275,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3276,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3277,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3278,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3279,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3280,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3281,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3282,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3283,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3284,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3285,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3286,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3287,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3288,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3289,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3290,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3291,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3292,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3293,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3294,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3295,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3296,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3297,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3298,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3299,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3300,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3301,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3302,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3303,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3304,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3305,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3306,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3307,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3308,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3309,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3310,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3311,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3312,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3313,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3314,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3315,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3316,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3317,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3318,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3319,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3320,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3321,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3322,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3323,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3324,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3325,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3326,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3327,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3328,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3329,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3330,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3331,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3332,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3333,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3334,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
3335,R134a,0,-nan(ind),323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
